[2026-07-15T02:53:01.725+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-07-15T02:53:01.736+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-07-15T02:52:00+00:00 [queued]>
[2026-07-15T02:53:01.739+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-07-15T02:52:00+00:00 [queued]>
[2026-07-15T02:53:01.739+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-07-15T02:53:01.743+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2026-07-15 02:52:00+00:00
[2026-07-15T02:53:01.747+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=22694) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-07-15T02:53:01.746+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2026-07-15T02:52:00+00:00', '--job-id', '31', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp2ct0161x']
[2026-07-15T02:53:01.747+0000] {standard_task_runner.py:91} INFO - Job 31: Subtask download_minio
[2026-07-15T02:53:01.747+0000] {standard_task_runner.py:64} INFO - Started process 22708 to run task
[2026-07-15T02:53:01.769+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2026-07-15T02:52:00+00:00 [running]> on host 7672ac205ccf
[2026-07-15T02:53:01.800+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2026-07-15T02:52:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-07-15T02:52:00+00:00'
[2026-07-15T02:53:01.801+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-07-15T02:53:01.967+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1783903075.json -> /tmp/minio_downloads/1783903075.json
[2026-07-15T02:53:01.970+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1783903082.json -> /tmp/minio_downloads/1783903082.json
[2026-07-15T02:53:01.972+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1784067253.json -> /tmp/minio_downloads/1784067253.json
[2026-07-15T02:53:01.974+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1784067260.json -> /tmp/minio_downloads/1784067260.json
[2026-07-15T02:53:01.975+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1784067267.json -> /tmp/minio_downloads/1784067267.json
[2026-07-15T02:53:01.977+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1784067274.json -> /tmp/minio_downloads/1784067274.json
